File Reference,Title,RO,Department,Start Date,End Date,PI Name,PI Surname,Tech Product,Type of Tech Product,Open Source?,Description,Year First Provided,Impact,URL
EP/J002011/1,Adaptive hierarchical radiation transport methods to meet future challenges in reactor physics,Imperial College London (ICL),,2011-12-01,2015-11-30,Matthew,Eaton,Reactor Kinetic Model of Novel Fissile Liquid Medical Isotope Reactors,Software,No,This software was a point reactor kinetics model of a novel medical isotope reactor fuelled by liquid uranyl nitrate and designed by Babcock and Wilcox Technical Services Group.,2014,The notable impact of this research was the development of software for Babcock and Wilcox Technical Services Group that enabled them to investigate the operational behaviour of their liquid uranyl nitrate fuelled small modular medical isotope reactor called MIPS. This work was presented to the US NRC as the underpinning science justifying the stated operational behaviour of the reactor.,
EP/J002224/2,Logical Foundations of Resource,University College London (UCL),,2012-06-02,2016-12-01,James,Brotherston,Cyclist 2014,Software,Yes,"Updated the Cyclist theorem prover with substantial new techniques and features, as described in related publications.",2014,Cyclist was entered into and performed well in the new SL-COMP competition for separation logic theorem provers.,https://github.com/ngorogiannis/cyclist
EP/J002224/2,Logical Foundations of Resource,University College London (UCL),,2012-06-02,2016-12-01,James,Brotherston,SL model checker,Software,Yes,Compares the heap memory of a running program against an assertion written in separation logic with general inductive definitions.,2015,"First model checker of its kind, with potential applications to verification and software testing.",https://github.com/ngorogiannis/cyclist
EP/J002224/2,Logical Foundations of Resource,University College London (UCL),,2012-06-02,2016-12-01,James,Brotherston,SL disprover,Software,Yes,"Given an entailment A |= B between two formulas in separation logic with inductive predicates, this tool attempts to disprove the entailment, i.e. to infer the existence of a countermodel.",2014,"First disprover for separation logic.  Opens up potential new applications in speeding up verification and automatic proof search, and in automated theory exploration.",https://github.com/ngorogiannis/cyclist
EP/J002313/2,Computational methods for multiphysics interface problems,University College London (UCL),,2013-01-01,2016-01-31,Erik,Burman,the cutFEM module for fictitious domain computations in Fenics,Software,Yes,The cutFEM library consists of a number of modules that allows the user to perform computations using unfitted finite element methods in two or three dimensions. The current version supports interface and boundary geometric data that is defined implicitly by a level set function. Both overlapping meshes and interfaces defined on a background mesh may be used. The software has been developed within the Fenics project in a fairly general setting making multi-physics models easy to include.,2014,"The development of the cutFEM software has allowed us to test and develop several new methods for multi physics coupling and we expect it to be adopted by the wider research community for the solution of optimisation problems, inverse problems or free surface problems.",https://bitbucket.org/sclaus/dolfin-cutfem-1.3.0
EP/J002402/1,Using Self-Assembling Swimming Devices to Control Motion at the Nanoscale,University of Sheffield,,2011-09-01,2016-08-31,Stephen,Ebbens,Image Analysis Software,Software,No,Software that can analyse videos to determine properties of objects moving within fluids.,2014,"Acknowledged use in other publications e.g: Micromotors Powered by Enzyme Catalysis
Krishna Kanti Dey, Xi Zhao, Benjamin M. Tansi, Wilfredo J. Méndez- Ortiz, Ubaldo M. Córdova-Figueroa, Ramin Golestanian, and Ayusman Sen
Nano Lett., Just Accepted Manuscript • DOI: 10.1021/acs.nanolett.5b03935 • Publication Date (Web): 20 Nov 2015",
EP/J002437/1,"Disease transmission and control in complex, structured populations",University of Warwick,,2011-10-01,2014-12-31,Thomas,House,EpiStruct,Software,Yes,Mathematical routines for epidemic modelling and inference in structured populations.,2014,Use in various modelling studies / applications.,http://epistruct.sourceforge.net/
EP/J002437/1,"Disease transmission and control in complex, structured populations",University of Warwick,,2011-10-01,2014-12-31,Thomas,House,elife-ebola-code,Software,Yes,Software for working with subcritical disease outbreaks including Ebola.,2014,DOI 10.7554/eLife.03908,https://github.com/thomasallanhouse/elife-ebola-code
EP/J002526/1,Deep architectures for statistical speech synthesis,University of Edinburgh,,2011-11-01,2016-10-31,Junichi,Yamagishi,HTS ver 2.3,Software,Yes,"HTS is an open source toolkit for statistical speech synthesis. I am a member of a team developing the the free open-source research software 	packages for speech synthesis.",2015,"The HTS toolkit is used worldwide by both academic and commercial organisations, such as Microsoft, Nuance, Toshiba, Pentax, and Google. The number of downloads of HTS exceeds 10,000 and various commercial products using HTS are on the market. Therefore, this toolkit is a very influential platform for me to disseminate outcomes and form an immediate pathway to impact.",http://hts.sp.nitech.ac.jp
EP/J002607/2,Foundational  Structures for Compositional Meaning,Queen Mary University of London (QMUL),,2013-04-12,2016-10-11,Mehrnoosh,Sadrzadeh,Compositional Distributional Vector Builder,Software,Yes,"This software is developed by D. Milajevs, who is the PhD student supported by my grant. It inputs different copora of text and evaluation datasets, turns them into vector spaces, then outputs the results of the evaluation in tabular and graphical forms.",2016,"Softwares similar to this do indeed exist: the ERC project COMPOSES of Marco Baroni from  the Center for Mind/Brain Sciences of the University of Trento is one such example. But it is the first time that one can input different copora and datasets, as well as normalization schemes, and compare the performances of models across all the parameters, and further, display the results graphically.",https://fowlercorpora.readthedocs.org/en/latest/installation.html
EP/J002925/1,Fermiology and spin densities from high energy X-ray scattering,University of Bristol,,2011-10-03,2015-11-30,Stephen Brian,Dugdale,Compton profile calculations within ELK,Software,Yes,"Elk is an open-source code for calculating electronic structure. Our contribution, to this much larger project, was a set of routines for calculating momentum distributions and Compton profiles.",2014,"We are currently able to calculate momentum densities. Hopefully, other researchers around the world will also be able to use our contribution to help interpret their experimental data.",http://elk.sourceforge.net
EP/J003085/1,Multiscale in-situ characterisation of degradation and reactivity in solid oxide fuel cells,Imperial College London (ICL),,2012-06-01,2016-04-30,Stephen,Skinner,TraceX Matlab App,Webtool/Application,,Isotopic exchange data fitting routine for Matlab.,2015,"PhD thesis produced. Paper presented at international conference (Solid State Ionics 20, 2015). Papers using the routines have been published.",https://sourceforge.net/projects/trace-x/
EP/J003247/1,Real Geometry and Connectedness via Triangular Description,University of Bath,,2011-10-01,2015-12-31,James,Davenport,ProjectionCAD,Software,Yes,"A collection of many algorithms (new and old) for CAD, implemented as a Maple package.  Open source code, available freely online together with introductory guide and technical reports detailing implementation and theoretical findings which followed.",2013,"Use in subsequent publications, inspired new developments in Maple",http://opus.bath.ac.uk/35636
EP/J003476/1,Simulating cold interacting atoms on disordered optical lattices,University of Warwick,,2012-04-01,2015-03-31,Rudolf,Roemer,Fork of the ITensor code used for simulating the disordered Bose Hubbard model,Software,Yes,"AMGoldsborough fork of the ITensor libraries (Homepage: http://itensor.org/). 
This code was used to perform the simulation for the paper &quot;Using entanglement to discern phases in the disordered one-dimensional Bose-Hubbard model&quot; by Andrew M. Goldsborough and Rudolf A. Roemer (http://dx.doi.org/10.1209/0295-5075/111/26004).
The base code is ITensor version 0.2.3 but with additional code written by AMG to support the disordered Bose-Hubbard model amongst other things. The additions to the library are:
/itensor/model/bosehubbard.h - Bose-Hubbard basis with max. 2 bosons per site
/itensor/model/bosehubbard5.h - Bose-Hubbard basis with max. 5 bosons per site
/itensor/hams/BoseHubbardChain.h - Bose-Hubbard Hamiltonian with max. 2 bosons per site
/itensor/hams/BoseHubbardChain5.h - Bose-Hubbard Hamiltonian with max. 5 bosons per site
/itensor/hams/BoseHubbardChain5pbc.h - Bose-Hubbard Hamiltonian with max. 5 bosons per site with periodic boundaries
/itensor/hams/DisorderedBH.h - BH Hamiltonian with vector variables for use with disorder
/itensor/hams/DisorderedBH5.h - BH5 Hamiltonian with vector variables for use with disorder
/itensor/hams/DisorderedBH5pbc.h - BH5 Hamiltonian with vector variables for use with disorder with PBC
/itensor/hams/DisorderedHeisHalf.h - Spin-half Heisenberg Hamiltonian with vector variables for use with disorder
/itensor/hams/DisorderedHeisHalfpbc.h - Spin-half Heisenberg Hamiltonian with vector variables and PBC
/itensor/hams/DisorderedHub.h - Hubbard Hamiltonian with vector variables for use with disorder
/bose_hubbard/disorderedBH5.cc - code for running diordered BH5 DMRG with filling n/L=1 and outputing observables
/bose_hubbard/disorderedBH5_half.cc - disordered BH5 DMRG with filling n/L=0.5
/bose_hubbard/disorderedBH5_two.cc - disordered BH5 DMRG with filling n/L=2
/bose_hubbard/disorderedBH5apbc_half.cc - disordered BH5 DMRG with filling n/L=0.5 and anti-periodic boundaries
/bose_hubbard/disorderedBH5apbc_two.cc - disordered BH5 DMRG with filling n/L=2 and anti-periodic boundaries
/bose_hubbard/disorderedBH5apc.cc - disordered BH5 DMRG with filling n/L=1 and anti-periodic boundaries
/bose_hubbard/disorderedBH5pbc.cc - disordered BH5 DMRG with filling n/L=1 and PBC
/bose_hubbard/disorderedBH5pbc_half.cc - disordered BH5 DMRG with filling n/L=0.5 and PBC
/bose_hubbard/disorderedBH5pbc_two.cc - disordered BH5 DMRG with filling n/L=2 and PBC
/bose_hubbard/disorderedHub.cc - disordered Hubbard DMRG
/disordered_spinhalf/disordered_spinhalf.cc - code for running disordered spin-half Heisenberg DMRG
/disordered_spinhalf/disordered_spinhalfQ.cc - disordered spin-half Heisenberg DMRG keeping U(1) symmertries
/disordered_spinhalf/sdrg.cc - recreating the tSDRG code used in http://dx.doi.org/10.1103/PhysRevB.89.214203
/disordered_spinhalf/spinhalfssd_test.cc - testing the sine-squared deformation (http://dx.doi.org/10.1103/PhysRevB.83.060414)
You are welcome to download and use the code under the ITensor licence. If you write a paper using this Bose-Hubbard code please cite &quot;Andrew M. Goldsborough, Rudolf A. Römer, EPL 111, 26004-6 (2015)&quot;.",2015,to early to say at the moment,https://github.com/AMGoldsborough/ITensor
